id,category
845,5
846,3
847,4
848,2
849,2
850,0
851,4
852,2
853,3
854,4
855,2
856,0
857,3
858,1
859,3
860,0
861,5
862,2
863,3
864,0
865,4
866,0
867,5
868,0
869,1
870,0
871,3
872,2
873,2
874,4
875,5
876,4
877,2
878,0
879,1
880,4
881,3
882,3
883,1
884,1
885,0
886,0
887,3
888,1
889,4
890,3
891,4
892,3
893,0
894,3
895,3
896,4
897,3
898,1
899,1
900,5
901,3
902,3
903,5
904,1
905,3
906,5
907,5
908,3
909,2
910,1
911,5
912,0
913,2
914,1
915,3
916,4
917,1
918,0
919,2
920,3
921,1
922,1
923,1
924,3
925,3
926,4
927,5
928,5
929,2
930,3
931,0
932,0
933,3
934,2
935,4
936,4
937,3
938,0
939,5
940,5
941,4
942,4
943,3
944,2
945,5
946,2
947,2
948,4
949,3
950,3
951,2
952,0
953,3
954,1
955,5
956,0
957,5
958,4
959,1
960,1
961,5
962,0
963,5
964,0
965,2
966,4
967,1
968,0
969,5
970,3
971,2
972,3
973,3
974,5
975,4
976,4
977,5
978,1
979,0
980,4
981,2
982,2
983,4
984,3
985,3
986,3
987,0
988,2
989,2
990,2
991,4
992,2
993,5
994,0
995,4
996,1
997,1
998,0
999,3
1000,3
1001,3
1002,1
1003,3
1004,5
1005,0
1006,1
1007,3
1008,5
1009,0
1010,5
1011,5
1012,0
1013,5
1014,3
1015,5
1016,2
1017,4
1018,5
1019,0
1020,3
1021,2
1022,4
1023,5
1024,2
1025,4
1026,5
1027,0
1028,1
1029,4
1030,4
1031,2
1032,1
1033,0
1034,3
1035,2
1036,2
1037,3
1038,2
1039,5
1040,2
1041,2
1042,0
1043,0
1044,2
1045,4
1046,4
1047,5
1048,5
1049,4
1050,5
1051,4
1052,4
1053,3
1054,5
1055,5
1056,1
1057,2
1058,3
1059,3
1060,0
1061,0
1062,2
1063,1
1064,1
1065,1
1066,4
1067,3
1068,2
1069,5
1070,2
1071,0
1072,4
1073,0
1074,3
1075,5
1076,3
1077,1
1078,3
1079,4
1080,4
1081,2
1082,5
1083,1
1084,3
1085,0
1086,2
1087,0
1088,3
1089,5
1090,0
1091,4
1092,4
1093,4
1094,0
1095,0
1096,3
1097,2
1098,5
1099,4
1100,4
1101,4
1102,5
1103,5
1104,3
1105,1
1106,1
1107,0
1108,3
1109,0
1110,4
1111,3
1112,2
1113,5
1114,4
1115,0
1116,3
1117,5
1118,3
1119,3
1120,4
1121,0
1122,2
1123,3
1124,4
1125,2
1126,0
1127,0
1128,5
1129,3
1130,2
1131,1
1132,5
1133,0
1134,5
1135,0
1136,2
1137,1
1138,3
1139,5
1140,0
1141,3
1142,0
1143,4
1144,3
1145,1
1146,3
1147,4
1148,0
1149,0
1150,4
1151,4
1152,3
1153,0
1154,4
1155,1
1156,3
1157,0
1158,1
1159,5
1160,5
1161,5
1162,5
1163,3
1164,3
1165,2
1166,4
1167,4
1168,5
1169,3
1170,1
1171,1
1172,4
1173,4
1174,4
1175,5
1176,5
1177,5
1178,2
1179,5
1180,3
1181,2
1182,0
1183,4
1184,3
1185,4
1186,2
1187,0
1188,0
1189,1
1190,2
1191,2
1192,1
1193,3
1194,2
1195,5
1196,3
1197,4
1198,5
1199,3
1200,0
1201,5
1202,3
1203,1
1204,4
1205,1
1206,3
1207,4
1208,4
1209,5
1210,0
1211,1
1212,4
1213,1
1214,2
1215,5
1216,0
1217,2
1218,2
1219,1
1220,4
1221,3
1222,5
1223,2
1224,2
1225,3
1226,1
1227,2
1228,0
1229,1
1230,3
1231,2
1232,3
1233,0
1234,4
1235,3
1236,4
1237,3
1238,4
1239,0
1240,2
1241,1
1242,2
1243,4
1244,4
1245,4
1246,3
1247,1
1248,0
1249,1
1250,5
1251,5
1252,5
1253,2
1254,4
1255,2
1256,4
1257,1
1258,2
1259,5
1260,1
1261,4
1262,3
1263,1
1264,2
1265,3
1266,3
1267,2
1268,2
1269,1
1270,1
1271,1
1272,4
1273,1
1274,5
1275,3
1276,1
1277,3
1278,5
1279,0
1280,4
1281,1
1282,4
1283,1
1284,0
1285,2
1286,2
1287,5
1288,3
1289,5
1290,5
1291,3
1292,5
1293,3
1294,1
1295,3
1296,4
1297,1
1298,1
1299,0
1300,4
1301,2
1302,5
1303,1
1304,1
1305,2
1306,3
1307,4
1308,4
1309,4
1310,5
1311,3
1312,3
1313,0
1314,1
1315,0
1316,4
1317,2
1318,4
1319,0
1320,1
1321,4
1322,5
1323,3
1324,2
1325,0
1326,1
1327,1
1328,2
1329,0
1330,1
1331,4
1332,0
1333,3
1334,3
1335,3
1336,3
1337,2
1338,4
1339,5
1340,2
1341,3
1342,5
1343,1
1344,1
1345,3
1346,4
1347,1
1348,2
1349,4
1350,4
1351,0
1352,5
1353,4
1354,1
1355,2
1356,3
1357,3
1358,4
1359,1
1360,2
1361,5
1362,4
1363,2
1364,0
1365,1
1366,5
1367,0
1368,2
1369,3
1370,1
1371,3
1372,3
1373,5
1374,5
1375,4
1376,5
1377,2
1378,3
1379,3
1380,3
1381,3
1382,2
1383,0
1384,3
1385,4
1386,1
1387,3
1388,2
1389,5
1390,0
1391,2
1392,2
1393,5
1394,1
1395,4
1396,2
1397,3
1398,2
1399,4
1400,0
1401,1
1402,0
1403,2
1404,2
1405,5
1406,4
1407,4
1408,3
1409,1
1410,0
1411,4
1412,2
1413,2
1414,1
1415,1
1416,3
1417,1
1418,5
1419,0
1420,5
1421,3
1422,3
1423,4
1424,0
1425,4
1426,4
1427,4
1428,5
1429,0
1430,1
1431,2
1432,5
1433,1
1434,3
1435,5
1436,5
1437,4
1438,2
1439,2
1440,1
1441,3
1442,4
1443,1
1444,4
1445,2
1446,5
1447,2
1448,0
1449,1
1450,2
1451,2
1452,5
1453,3
1454,3
1455,2
1456,1
1457,3
1458,4
1459,1
1460,0
1461,0
1462,5
1463,4
1464,5
1465,3
1466,3
1467,3
1468,3
1469,2
1470,4
1471,0
1472,3
1473,5
1474,1
1475,4
1476,1
1477,0
1478,1
1479,4
1480,0
1481,3
1482,1
1483,1
1484,2
1485,2
1486,5
1487,2
1488,0
1489,4
1490,2
1491,3
1492,3
1493,3
1494,3
1495,2
1496,5
1497,1
1498,5
1499,3
1500,5
1501,1
1502,3
1503,3
1504,5
1505,2
1506,3
1507,0
1508,3
1509,0
1510,2
1511,3
1512,3
1513,5
1514,4
1515,4
1516,3
1517,3
1518,5
1519,0
1520,5
1521,5
1522,5
1523,5
1524,5
1525,0
1526,2
1527,4
1528,2
1529,5
1530,2
1531,1
1532,3
1533,4
1534,1
1535,0
1536,2
1537,3
1538,0
1539,3
1540,2
1541,0
1542,0
1543,0
1544,2
1545,2
1546,5
1547,3
1548,4
1549,2
1550,2
1551,5
1552,0
1553,1
1554,0
1555,4
1556,3
1557,3
1558,3
1559,2
1560,3
1561,2
1562,1
1563,5
1564,0
1565,1
1566,1
1567,3
1568,5
1569,1
1570,2
1571,0
1572,0
1573,1
1574,5
1575,2
1576,3
1577,1
1578,1
1579,3
1580,2
1581,5
1582,5
1583,0
1584,5
1585,0
1586,2
1587,2
1588,4
1589,5
1590,4
1591,4
1592,3
1593,0
1594,0
1595,1
1596,3
1597,1
1598,4
1599,3
1600,0
1601,2
1602,0
1603,1
1604,3
1605,0
1606,3
1607,2
1608,3
1609,4
1610,0
1611,4
1612,4
1613,1
1614,5
1615,0
1616,2
1617,0
1618,2
1619,5
1620,5
1621,0
1622,0
1623,5
1624,5
1625,4
1626,5
1627,1
1628,3
1629,5
1630,2
1631,5
1632,3
1633,0
1634,0
1635,4
1636,4
1637,0
1638,0
1639,4
1640,2
1641,3
1642,4
1643,3
1644,3
1645,2
1646,1
1647,1
1648,2
1649,5
1650,5
1651,0
1652,0
1653,3
1654,5
1655,4
1656,0
1657,1
1658,5
1659,1
1660,0
1661,0
1662,2
1663,5
1664,5
1665,1
1666,5
1667,3
1668,4
1669,4
1670,1
1671,3
1672,4
1673,2
1674,4
1675,3
1676,4
1677,0
1678,3
1679,1
1680,0
1681,0
1682,5
1683,2
1684,5
1685,0
1686,4
1687,5
1688,5
1689,2
1690,5
1691,5
1692,0
1693,5
1694,2
1695,4
1696,4
1697,5
1698,4
1699,1
1700,3
1701,2
1702,5
1703,4
1704,3
1705,5
1706,3
1707,3
1708,0
1709,3
1710,3
1711,1
1712,4
1713,3
1714,3
1715,5
1716,0
1717,2
1718,4
1719,2
1720,3
1721,3
1722,5
1723,4
1724,2
1725,4
1726,3
1727,2
1728,1
1729,3
1730,4
1731,1
1732,2
1733,3
1734,4
1735,2
1736,3
1737,5
1738,4
1739,0
1740,5
1741,2
1742,3
1743,1
1744,3
1745,1
1746,1
1747,4
1748,4
1749,3
1750,3
1751,1
1752,1
1753,2
1754,4
1755,2
1756,2
1757,0
1758,0
1759,5
1760,3
1761,0
1762,3
1763,0
1764,1
1765,1
1766,5
1767,4
1768,2
1769,1
1770,2
1771,5
1772,4
1773,2
1774,3
1775,4
1776,0
1777,0
1778,4
1779,4
1780,3
1781,5
1782,1
1783,0
1784,5
1785,0
1786,3
1787,3
1788,1
1789,2
1790,2
1791,3
1792,3
1793,2
1794,4
1795,3
1796,5
1797,4
1798,4
1799,0
1800,3
1801,4
1802,4
1803,1
1804,5
1805,5
1806,0
1807,3
1808,2
1809,3
1810,0
1811,1
1812,5
1813,0
1814,1
1815,5
1816,5
1817,3
1818,2
1819,3
1820,0
1821,5
1822,2
1823,5
1824,3
1825,5
1826,3
1827,2
1828,4
1829,3
1830,4
1831,0
1832,2
1833,3
1834,5
1835,5
1836,2
1837,0
1838,4
1839,5
1840,4
1841,0
1842,5
1843,4
1844,4
1845,2
1846,2
1847,3
1848,5
1849,2
1850,4
1851,5
1852,4
1853,0
1854,3
1855,2
1856,2
1857,2
1858,3
1859,3
1860,0
1861,1
1862,2
1863,0
1864,1
1865,5
1866,1
1867,0
1868,4
1869,3
1870,3
1871,5
1872,4
1873,4
1874,3
1875,4
1876,5
1877,1
1878,3
1879,5
1880,2
1881,4
1882,1
1883,3
1884,3
1885,0
1886,4
1887,5
1888,1
1889,4
1890,5
1891,2
1892,4
1893,4
1894,4
1895,1
1896,1
1897,2
1898,4
1899,2
1900,0
1901,5
1902,3
1903,1
1904,2
1905,3
1906,2
1907,2
1908,3
1909,3
1910,1
1911,1
1912,2
1913,0
1914,5
1915,5
1916,5
1917,3
1918,2
1919,0
1920,5
1921,1
1922,3
1923,3
1924,3
1925,2
1926,0
1927,3
1928,1
1929,4
1930,2
1931,0
1932,3
1933,0
1934,0
1935,1
1936,2
1937,3
1938,1
1939,3
1940,0
1941,2
1942,5
1943,4
1944,5
1945,0
1946,2
1947,5
1948,4
1949,4
1950,1
1951,2
1952,3
1953,5
1954,5
1955,2
1956,0
1957,3
1958,1
1959,3
1960,1
1961,3
1962,4
1963,2
1964,2
1965,3
1966,1
1967,2
1968,0
1969,2
1970,3
1971,2
1972,0
1973,1
1974,2
1975,3
1976,4
1977,3
1978,2
1979,5
1980,3
1981,4
1982,2
1983,5
1984,5
1985,4
1986,2
1987,4
1988,3
1989,3
1990,2
1991,2
1992,3
1993,2
1994,3
1995,3
1996,2
1997,1
1998,5
1999,0
2000,5
2001,5
2002,0
2003,3
2004,0
2005,0
2006,3
2007,2
2008,1
2009,2
2010,4
2011,3
2012,2
2013,2
2014,3
2015,3
2016,4
2017,5
2018,2
2019,5
2020,2
2021,5
2022,0
2023,2
2024,2
2025,1
2026,1
2027,4
2028,4
2029,3
2030,5
2031,5
2032,0
2033,2
2034,1
2035,1
2036,3
2037,3
2038,3
2039,4
2040,4
2041,4
2042,2
2043,5
2044,3
2045,5
2046,0
2047,5
2048,5
2049,1
2050,2
2051,5
2052,4
2053,0
2054,4
2055,2
2056,2
2057,5
2058,0
2059,5
2060,0
2061,4
2062,2
2063,3
2064,1
2065,2
2066,0
2067,1
2068,4
2069,2
2070,2
2071,5
2072,0
2073,3
2074,5
2075,4
2076,5
2077,0
2078,1
2079,0
2080,5
2081,2
2082,3
2083,4
2084,0
2085,3
2086,3
2087,4
2088,1
2089,1
2090,5
2091,4
2092,3
2093,3
2094,0
2095,4
2096,2
2097,5
2098,4
2099,0
2100,4
2101,3
2102,5
2103,1
2104,0
2105,4
2106,3
2107,1
2108,3
2109,1
2110,1
2111,5
2112,4
2113,1
2114,3
2115,5
2116,5
2117,5
2118,3
2119,1
2120,0
2121,1
2122,4
2123,1
2124,4
2125,4
2126,1
2127,2
2128,0
2129,2
2130,0
2131,1
2132,5
2133,3
2134,0
2135,4
2136,0
2137,1
2138,3
2139,5
2140,1
2141,5
2142,3
2143,1
2144,3
2145,5
2146,4
2147,1
2148,1
2149,4
2150,3
2151,3
2152,5
2153,1
2154,2
2155,5
2156,4
2157,0
2158,5
2159,5
2160,5
2161,3
2162,0
2163,5
2164,1
2165,2
2166,2
2167,2
2168,3
2169,3
2170,5
2171,1
2172,2
2173,0
2174,1
2175,1
2176,4
2177,5
2178,2
2179,4
2180,3
2181,1
2182,3
2183,3
2184,4
2185,2
2186,0
2187,3
2188,2
2189,0
2190,3
2191,1
2192,5
2193,5
2194,1
2195,5
2196,4
2197,0
2198,2
2199,0
2200,4
2201,0
2202,4
2203,5
2204,3
2205,4
2206,1
2207,5
2208,4
2209,3
2210,0
2211,3
2212,4
2213,5
2214,1
2215,2
2216,0
2217,2
2218,4
2219,2
2220,3
2221,5
2222,2
2223,5
2224,5
2225,4
2226,2
2227,3
2228,5
2229,5
2230,3
2231,4
2232,1
2233,1
2234,1
2235,3
2236,1
2237,3
2238,3
2239,4
2240,4
2241,4
2242,5
2243,4
2244,0
2245,2
2246,2
2247,1
2248,2
2249,1
2250,3
2251,5
2252,4
2253,3
2254,1
2255,5
2256,2
2257,5
2258,2
2259,5
2260,3
2261,4
2262,1
2263,3
2264,4
2265,4
2266,3
2267,3
2268,5
2269,3
2270,5
2271,1
2272,1
2273,5
2274,3
2275,2
2276,4
2277,2
2278,0
2279,2
2280,0
2281,4
2282,1
2283,5
2284,0
2285,1
2286,1
2287,1
2288,0
2289,3
2290,4
2291,0
2292,0
2293,0
2294,3
2295,5
2296,2
2297,1
2298,0
2299,4
2300,0
2301,3
2302,2
2303,0
2304,1
2305,3
2306,3
2307,4
2308,5
2309,0
2310,2
2311,4
2312,3
2313,1
2314,5
2315,2
2316,5
2317,4
2318,3
2319,0
2320,0
2321,1
2322,3
2323,0
2324,3
2325,0
2326,0
2327,2
2328,1
2329,4
2330,3
2331,1
2332,1
2333,5
2334,1
2335,1
2336,1
2337,4
2338,4
2339,2
2340,3
2341,0
2342,1
2343,3
2344,0
2345,5
2346,5
2347,2
2348,1
2349,2
2350,4
2351,4
2352,1
2353,0
2354,0
2355,1
2356,1
2357,4
2358,0
2359,5
2360,2
2361,4
2362,5
2363,2
2364,4
2365,0
2366,0
2367,4
2368,2
2369,3
2370,3
2371,1
2372,2
2373,3
2374,2
2375,0
2376,3
2377,4
2378,1
2379,0
2380,2
2381,5
2382,3
2383,0
2384,2
2385,2
2386,4
2387,3
2388,4
2389,1
2390,5
2391,5
2392,4
2393,3
2394,3
2395,0
2396,3
2397,1
2398,1
2399,0
2400,1
2401,2
2402,3
2403,3
2404,5
2405,1
2406,1
2407,1
2408,0
2409,1
2410,1
2411,2
2412,2
2413,4
2414,1
2415,4
2416,4
2417,1
2418,1
2419,2
2420,4
2421,3
2422,3
2423,1
2424,1
2425,1
2426,1
2427,0
2428,1
2429,1
2430,5
2431,3
2432,5
2433,2
2434,2
2435,3
2436,4
2437,3
2438,0
2439,1
2440,0
2441,5
2442,3
2443,1
2444,2
2445,4
2446,2
2447,3
2448,1
2449,3
2450,0
2451,0
2452,5
2453,2
2454,4
2455,0
2456,1
2457,3
2458,0
2459,0
2460,5
2461,3
2462,1
2463,4
2464,2
2465,0
2466,2
2467,1
2468,2
2469,5
2470,5
2471,1
2472,4
2473,5
2474,3
2475,4
2476,0
2477,4
2478,5
2479,4
2480,5
2481,2
2482,0
2483,1
2484,4
2485,0
2486,2
2487,1
2488,1
2489,1
2490,2
2491,0
2492,3
2493,2
2494,3
2495,3
2496,5
2497,0
2498,1
2499,5
2500,3
2501,3
2502,4
2503,4
2504,4
2505,1
2506,5
2507,2
2508,2
2509,1
2510,5
2511,4
2512,2
2513,5
2514,4
2515,0
2516,1
2517,4
2518,5
2519,5
2520,5
2521,3
2522,1
2523,4
2524,0
2525,2
2526,2
2527,2
2528,1
2529,2
2530,3
2531,0
2532,2
2533,1
2534,4
2535,5
2536,5
2537,0
2538,2
2539,2
2540,4
2541,4
2542,1
2543,4
2544,0
2545,2
2546,3
2547,3
2548,1
2549,5
2550,0
2551,1
2552,1
2553,3
2554,1
2555,1
2556,3
2557,2
2558,4
2559,5
2560,4
2561,1
2562,2
2563,3
2564,2
2565,1
2566,2
2567,3
2568,3
2569,1
2570,3
2571,5
2572,1
2573,2
2574,4
2575,0
2576,5
2577,1
2578,5
2579,4
2580,5
2581,3
2582,0
2583,3
2584,0
2585,2
2586,2
2587,0
2588,1
2589,2
2590,5
2591,3
2592,1
2593,2
2594,5
2595,1
2596,2
2597,4
2598,0
2599,5
2600,4
2601,1
2602,3
2603,2
2604,1
2605,5
2606,4
2607,3
2608,5
2609,3
2610,3
2611,0
2612,5
2613,2
2614,5
2615,1
2616,3
2617,2
2618,4
2619,1
2620,3
2621,5
2622,1
2623,5
2624,5
2625,3
2626,1
2627,2
2628,4
2629,4
2630,3
2631,3
2632,5
2633,2
2634,1
2635,5
2636,0
2637,2
2638,1
2639,1
2640,1
2641,5
2642,2
2643,0
2644,4
2645,2
2646,3
2647,0
2648,5
2649,4
2650,2
2651,4
2652,2
2653,5
2654,0
2655,2
2656,4
2657,1
2658,1
2659,5
2660,4
2661,5
2662,5
2663,4
2664,1
2665,1
2666,0
2667,4
2668,3
2669,2
2670,2
2671,2
2672,4
2673,1
2674,1
2675,1
2676,1
2677,1
2678,1
2679,2
2680,2
2681,4
2682,0
2683,2
2684,4
2685,0
2686,5
2687,3
2688,2
2689,2
2690,4
2691,4
2692,2
2693,2
2694,2
2695,0
2696,0
2697,2
2698,2
2699,1
2700,3
2701,3
2702,4
2703,2
2704,4
2705,1
2706,4
2707,4
2708,1
2709,2
2710,1
2711,1
2712,0
2713,1
2714,5
2715,3
2716,5
2717,3
2718,4
2719,3
2720,5
2721,0
2722,4
2723,5
2724,1
2725,5
2726,4
2727,2
2728,4
2729,2
2730,5
2731,4
2732,5
2733,2
2734,2
2735,3
2736,5
2737,5
2738,4
2739,2
2740,5
2741,4
2742,3
2743,4
2744,2
2745,3
2746,1
2747,1
2748,0
2749,1
2750,3
2751,1
2752,2
2753,0
2754,4
2755,3
2756,5
2757,0
2758,4
2759,4
2760,4
2761,3
2762,1
2763,3
2764,1
2765,2
2766,5
2767,0
2768,2
2769,2
2770,1
2771,0
2772,4
2773,5
2774,3
2775,2
2776,2
2777,0
2778,5
2779,5
2780,4
2781,5
2782,3
2783,1
2784,4
2785,3
2786,2
2787,1
2788,5
2789,4
2790,3
2791,3
2792,1
2793,1
2794,2
2795,0
2796,1
2797,5
2798,0
2799,4
2800,2
2801,2
2802,0
2803,4
2804,2
2805,0
2806,0
2807,3
2808,5
2809,1
2810,4
2811,3
2812,4
2813,5
2814,5
2815,3
2816,1
2817,0
2818,5
2819,4
2820,0
2821,4
2822,3
2823,3
2824,5
2825,3
2826,5
2827,1
2828,4
2829,1
2830,5
2831,0
2832,5
2833,3
2834,1
2835,2
2836,1
2837,4
2838,2
2839,2
2840,3
2841,5
2842,0
2843,0
2844,4
2845,4
2846,5
2847,0
2848,3
2849,4
2850,4
2851,1
2852,0
2853,4
2854,3
2855,5
2856,4
2857,1
2858,0
2859,5
2860,5
2861,1
2862,1
2863,3
2864,2
2865,5
2866,2
2867,2
2868,5
2869,3
2870,4
2871,4
2872,5
2873,0
2874,5
2875,4
2876,3
2877,3
2878,2
2879,3
2880,4
2881,2
2882,5
2883,2
2884,4
2885,5
2886,3
2887,1
2888,1
2889,0
2890,4
2891,2
2892,3
2893,3
2894,4
2895,3
2896,4
2897,3
2898,2
2899,2
2900,2
2901,0
2902,1
2903,5
2904,3
2905,4
2906,0
2907,3
2908,0
2909,1
2910,3
2911,3
2912,4
2913,3
2914,5
2915,2
2916,4
2917,0
2918,2
2919,4
2920,1
2921,5
2922,1
2923,0
2924,0
2925,1
2926,1
2927,0
2928,5
2929,5
2930,1
2931,4
2932,4
2933,4
2934,1
2935,1
2936,3
2937,2
2938,3
2939,4
2940,3
2941,2
2942,2
2943,5
2944,1
2945,3
2946,1
2947,1
2948,0
2949,1
2950,2
2951,0
2952,3
2953,3
2954,5
2955,4
2956,2
2957,5
2958,5
2959,5
2960,0
2961,3
2962,4
2963,0
2964,2
2965,3
2966,5
2967,3
2968,3
2969,3
2970,3
2971,3
2972,3
2973,5
2974,0
2975,3
2976,3
2977,2
2978,2
2979,5
2980,4
2981,4
2982,4
2983,2
2984,4
2985,1
2986,1
2987,1
2988,5
2989,0
2990,3
2991,0
2992,3
2993,0
2994,3
2995,1
2996,4
2997,3
2998,3
